"gene","GTExN7MScountsPUBLISHED","GTExNFK9countsPUBLISHED","GTExO5YTcountsPUBLISHED","GDC2821countsPUBLISHED","GDC2828countsPUBLISHED","GDC2839countsPUBLISHED","padj","symbol","rank","rank_change"
"ENSG00000251111",0,0,0,17,9,24,0.00558846538805823,"FCF1P8",7623,NA
"ENSG00000254048",0,0,0,11,11,30,0.00560150753295504,"AC105150.1",7626,NA
"ENSG00000176029",0,1,0,19,19,25,0.00563139295673656,"C11orf16",7633,NA
"ENSG00000278374",0,0,0,16,19,12,0.0056420571083533,"U4",7637,NA
"ENSG00000252569",0,0,0,10,14,26,0.00564959190109295,"RNU6-1153P",7638,NA
"ENSG00000108452",0,0,0,14,32,8,0.00564986536401319,"ZNF29P",7639,NA
"ENSG00000270975",0,0,0,7,10,45,0.00566117661863042,"MAGOH3P",7645,NA
"ENSG00000252971",0,0,0,11,22,15,0.00570389736498992,"RNU6-1057P",7650,NA
"ENSG00000237197",0,0,0,42,3,23,0.00573389277220413,"IGHD1-7",7657,NA
"ENSG00000264273",0,0,0,5,20,33,0.00573478702866548,"AC107982.2",7658,NA
"ENSG00000270381",0,0,0,9,25,16,0.0057358678618196,"AL138963.2",7660,NA
"ENSG00000228525",0,0,0,10,19,19,0.00574214335129749,"AL353689.1",7661,NA
"ENSG00000199325",1,0,0,33,7,39,0.00574914442375792,"RNU4-39P",7664,NA
"ENSG00000202356",0,0,0,12,12,25,0.00575816030766894,"RNA5SP277",7667,NA
"ENSG00000238963",0,0,0,10,20,18,0.00576159538570036,"U8",7671,NA
"ENSG00000223324",0,0,0,16,14,16,0.00577004189254139,"RN7SKP273",7673,NA
"ENSG00000249407",0,0,0,16,7,31,0.00577690499608259,"IL20RB-AS1",7677,NA
"ENSG00000252019",0,0,0,6,17,33,0.00578423924341519,"RNU6ATAC9P",7680,NA
"ENSG00000229794",0,0,0,12,13,23,0.00578995492164243,"MTCYBP32",7684,NA
"ENSG00000271264",0,0,0,15,17,14,0.00579847211202026,"MZT1P1",7687,NA
"ENSG00000250677",0,0,0,14,15,17,0.00580862620940665,"AC114781.3",7690,NA
"ENSG00000271657",0,0,0,9,14,28,0.00581896138386511,"AC018462.2",7698,NA
"ENSG00000241129",0,0,0,14,8,31,0.00583179555418022,"RPL22P19",7702,NA
"ENSG00000271817",1,0,0,17,17,31,0.00585788438874104,"U3",7705,NA
"ENSG00000207370",0,0,0,17,11,19,0.00586082067883099,"Y_RNA",7706,NA
"ENSG00000272215",0,0,0,13,21,13,0.00587171380350196,"U7",7711,NA
"ENSG00000236806",0,0,0,13,13,21,0.00587599350884924,"RPL7AP15",7712,NA
"ENSG00000222503",0,0,0,16,13,17,0.00588430174702401,"Y_RNA",7716,NA
"ENSG00000283108",1,0,0,28,11,29,0.00592574001205713,"AC011451.3",7721,NA
"ENSG00000242076",21,5,52,8,7,2,0.00594797828205775,"IGKV1-33",7722,NA
"ENSG00000244712",0,0,0,15,13,18,0.00595614680658467,"AC084754.1",7728,NA
"ENSG00000159166",6,12,1,0,0,0,0.00606648270173829,"LAD1",7745,NA
"ENSG00000266901",1,0,0,32,15,18,0.00608159837594534,"AC068473.2",7753,NA
"ENSG00000241179",0,0,0,5,22,29,0.00608778921966948,"AC010301.1",7754,NA
"ENSG00000242958",1,0,0,23,23,16,0.00608778921966948,"AC040975.1",7755,NA
"ENSG00000259710",0,0,0,8,14,30,0.00609532770532601,"NUTF2P6",7757,NA
"ENSG00000255156",0,0,0,12,24,12,0.00609706563450422,"RNY1P9",7760,NA
"ENSG00000198580",0,0,0,10,23,15,0.00610274262742009,"AC073343.1",7761,NA
"ENSG00000255441",42,4,8,2,5,1,0.00614191469198129,"SIGLEC10-AS1",7768,NA
"ENSG00000240163",0,0,0,9,51,6,0.0061741832797804,"AC087385.1",7773,NA
"ENSG00000242791",0,0,0,17,25,8,0.00617882097604967,"AC117395.1",7775,NA
"ENSG00000283416",0,0,0,36,15,6,0.00618281885443955,"MIR1910",7776,NA
"ENSG00000234832",0,0,0,20,7,24,0.0061836965459529,"NXT1-AS1",7777,NA
"ENSG00000229418",0,0,0,43,12,6,0.006187277853117,"AL136181.1",7778,NA
"ENSG00000207369",0,0,0,10,20,17,0.00623433922415499,"RNU6-665P",7790,NA
"ENSG00000225934",0,0,0,11,22,14,0.00627011773329567,"FAM133FP",7800,NA
"ENSG00000253197",0,0,0,22,11,14,0.00627011773329567,"AC117834.1",7801,NA
"ENSG00000211911",0,1,0,46,5,34,0.00628334476447223,"IGHD3-22",7803,NA
"ENSG00000221331",0,0,0,13,20,13,0.00629125300533715,"MIR548Q",7806,NA
"ENSG00000260224",0,0,0,8,19,22,0.00629186507506926,"UBL5P4",7807,NA
"ENSG00000274614",0,0,0,10,14,24,0.00630426420575872,"AL390754.1",7812,NA
"ENSG00000254846",0,0,0,6,17,31,0.00631259260668645,"AL355075.1",7818,NA
"ENSG00000255084",0,0,0,6,17,31,0.00631259260668645,"AP003110.1",7819,NA
"ENSG00000219902",0,0,0,22,8,19,0.00631885654232341,"RPL35P3",7820,NA
"ENSG00000264217",0,0,0,11,17,18,0.00632036729544445,"RPL35AP23",7823,NA
"ENSG00000231564",0,0,0,12,14,20,0.00633675394859634,"EIF4A1P11",7828,NA
"ENSG00000261723",0,0,0,14,12,20,0.00633675394859634,"AC008870.4",7829,NA
"ENSG00000278413",0,0,0,14,12,20,0.00633675394859634,"AL159159.1",7830,NA
"ENSG00000226128",0,0,0,23,39,3,0.0063659758481485,"RPL26P9",7838,NA
"ENSG00000230424",0,0,2,19,20,46,0.00639693972264349,"EMC1-AS1",7845,NA
"ENSG00000236170",0,0,0,47,1,35,0.0064055901255273,"IGHD1-1",7847,NA
"ENSG00000223908",0,0,0,23,18,8,0.00641026906069432,"AC068657.1",7851,NA
"ENSG00000202259",0,0,0,16,9,23,0.00641452365551818,"RNU6-1318P",7853,NA
"ENSG00000265418",0,0,0,18,34,5,0.0064270538751924,"MIR4261",7856,NA
"ENSG00000223576",0,0,0,17,15,13,0.0064352614513973,"AL355001.1",7857,NA
"ENSG00000216813",0,0,0,15,13,17,0.006446730247652,"AL358178.1",7859,NA
"ENSG00000238285",0,0,0,13,15,17,0.00644844466761306,"MRPL50P2",7860,NA
"ENSG00000200261",0,1,0,14,35,17,0.00646462727488112,"Y_RNA",7864,NA
"ENSG00000267131",1,0,0,11,27,28,0.0064819115379468,"AC005746.2",7871,NA
"ENSG00000200428",0,0,0,15,11,20,0.00648925314120124,"Y_RNA",7872,NA
"ENSG00000231896",0,0,0,15,11,20,0.00648925314120124,"AC019185.1",7873,NA
"ENSG00000275532",1,0,0,37,16,14,0.00649524331073681,"AC006449.2",7876,NA
"ENSG00000243312",0,0,0,11,13,23,0.00649552123673466,"AC093827.1",7879,NA
"ENSG00000207802",0,0,0,1,54,28,0.00650071317400418,"MIR646",7883,NA
"ENSG00000253039",0,0,0,11,23,13,0.00650509259598595,"RNA5SP47",7885,NA
"ENSG00000211928",0,0,0,50,1,32,0.00653910145759298,"IGHD5-5",7896,NA
"ENSG00000271615",0,0,0,18,13,14,0.00653911610298845,"ACTG1P22",7900,NA
"ENSG00000262837",0,0,0,12,21,13,0.00654632652228906,"AC027801.5",7905,NA
"ENSG00000263675",0,0,0,13,10,25,0.00655128574006352,"MIR5581",7906,NA
"ENSG00000101323",14,2,7,0,1,0,0.00657878069702374,"HAO1",7910,NA
"ENSG00000224271",0,0,0,14,32,7,0.00657878069702374,"AL117329.1",7912,NA
"ENSG00000261527",0,0,0,9,24,15,0.00658241410419692,"AC026464.5",7914,NA
"ENSG00000201724",0,0,0,9,20,18,0.00660457151100237,"Y_RNA",7920,NA
"ENSG00000252473",0,0,0,24,15,9,0.00661432888671337,"AC007684.1",7924,NA
"ENSG00000232455",0,0,0,10,18,18,0.00663122851702926,"LARS2-AS1",7928,NA
"ENSG00000224340",0,0,0,15,18,12,0.00663920046240285,"AL590639.1",7930,NA
"ENSG00000253058",0,0,0,12,18,15,0.00664108508253006,"RNA5SP437",7932,NA
"ENSG00000280311",0,0,0,7,6,54,0.00664864810530432,"AC131212.4",7936,NA
"ENSG00000256481",1,0,1,31,11,42,0.00668133791134226,"AP006333.2",7939,NA
"ENSG00000254689",0,0,0,23,10,14,0.00668776037722059,"LINC02235",7940,NA
"ENSG00000206732",0,0,0,12,19,14,0.00678271648749217,"RNU6-936P",7964,NA
"ENSG00000243314",0,0,0,9,16,22,0.0067857484123298,"AC106707.2",7967,NA
"ENSG00000278816",0,0,0,11,17,17,0.00681612567409806,"AL121890.5",7974,NA
"ENSG00000170961",0,0,0,15,7,29,0.00684092606612944,"HAS2",7978,NA
"ENSG00000220446",0,0,0,11,18,16,0.00684676610870143,"AL121978.1",7982,NA
"ENSG00000264493",0,0,0,11,18,16,0.00684676610870143,"MIR4298",7984,NA
"ENSG00000250068",0,1,0,38,9,23,0.00687825881310667,"AL445187.1",7989,NA
"ENSG00000248256",0,0,0,15,15,14,0.00689468781398417,"OCIAD1-AS1",7994,NA
"ENSG00000188883",0,0,0,21,15,10,0.00689563099027809,"KLRG2",7995,NA
"ENSG00000251485",0,0,0,21,7,21,0.00690988939941261,"NRBF2P6",8002,NA
"ENSG00000253057",0,0,0,24,6,21,0.00693433397985944,"RN7SKP57",8006,NA
"ENSG00000227257",0,0,0,15,11,19,0.00694477184497372,"AL158827.1",8007,NA
"ENSG00000198857",0,0,0,45,10,6,0.00696890244558218,"HSD3BP5",8013,NA
"ENSG00000200742",0,0,0,9,23,15,0.00696949779634595,"Y_RNA",8014,NA
"ENSG00000252481",1,7,13,0,0,0,0.00698397337449967,"SCARNA13",8019,NA
"ENSG00000232352",0,0,0,13,12,20,0.00698600203741886,"SEMA3B-AS1",8021,NA
"ENSG00000259254",0,0,0,7,37,11,0.00699413091886074,"AC022405.1",8031,NA
"ENSG00000253961",1,0,0,30,15,17,0.00702478278316955,"AC009563.1",8037,NA
"ENSG00000206824",0,0,0,13,9,26,0.00706565221744838,"Y_RNA",8045,NA
"ENSG00000260764",0,0,0,13,17,14,0.00706793395470888,"AC007224.1",8047,NA
"ENSG00000235248",0,0,0,23,5,25,0.00707488474366823,"OR13C1P",8052,NA
"ENSG00000230943",0,0,0,19,18,9,0.00709292209405299,"LINC02541",8054,NA
"ENSG00000210112",1,1,1,6,29,80,0.00710008665093237,"MT-TM",8055,NA
"ENSG00000199530",0,0,0,14,27,8,0.00711144051746583,"Y_RNA",8057,NA
"ENSG00000262313",0,0,0,8,20,19,0.00711592946341461,"AC127496.3",8061,NA
"ENSG00000200714",0,0,0,13,26,9,0.00711605840379573,"Y_RNA",8062,NA
"ENSG00000224764",0,0,0,13,26,9,0.00711605840379573,"AL353768.1",8063,NA
"ENSG00000237586",0,0,1,10,6,80,0.00713463351832309,"AC090192.1",8065,NA
"ENSG00000207701",0,0,0,17,12,15,0.00717509411794776,"MIR597",8072,NA
"ENSG00000206687",0,0,0,8,10,35,0.00718054458641536,"RNU1-109P",8073,NA
"ENSG00000270764",0,0,0,21,8,18,0.00719965184725882,"AC005070.1",8078,NA
"ENSG00000225822",0,0,0,10,19,16,0.00722071902597612,"UBXN7-AS1",8080,NA
"ENSG00000264572",0,0,0,16,19,10,0.00723310280368011,"MIR4296",8082,NA
"ENSG00000213864",0,0,0,6,23,21,0.00724945463935557,"EEF1B2P2",8085,NA
"ENSG00000265939",0,0,0,18,14,12,0.00729493361892019,"UBE2CP2",8097,NA
"ENSG00000222345",0,0,0,22,8,17,0.00730115066958347,"SNORD19C",8099,NA
"ENSG00000281376",35,34,17,11,7,16,0.00732409790858769,"ABALON",8103,NA
"ENSG00000222594",0,0,0,20,7,21,0.0073640125761729,"RN7SKP235",8112,NA
"ENSG00000206755",0,0,0,11,17,16,0.00739542546699494,"SNORA30",8120,NA
"ENSG00000226279",0,0,0,11,17,16,0.00739542546699494,"RPL12P10",8121,NA
"ENSG00000261011",1,12,6,0,0,0,0.00741252896491612,"AL136982.4",8131,NA
"ENSG00000235008",0,0,0,9,13,25,0.00743932030496195,"AL023775.1",8134,NA
"ENSG00000127530",0,0,0,9,27,12,0.00744953130641038,"OR7C1",8137,NA
"ENSG00000207053",0,0,0,11,15,18,0.00746183908117291,"RNU6-937P",8142,NA
"ENSG00000179055",0,0,0,23,5,24,0.00746419804393712,"OR13D1",8147,NA
"ENSG00000265879",0,0,0,15,18,11,0.00746585163008192,"MIR4748",8148,NA
"ENSG00000225673",0,0,0,22,5,25,0.00747974728788603,"AC104164.1",8150,NA
"ENSG00000230370",0,0,0,12,13,19,0.00747974728788603,"RPL23AP52",8151,NA
"ENSG00000261399",2,0,0,13,35,54,0.00749067511437898,"AL031710.1",8153,NA
"ENSG00000223624",0,0,0,14,10,21,0.00752215615131527,"AL033528.1",8163,NA
"ENSG00000279569",0,0,1,19,14,26,0.00754144457657026,"AC020763.4",8167,NA
"ENSG00000253042",0,0,0,21,10,14,0.00754708723775303,"SNORA70",8171,NA
"ENSG00000166596",0,0,0,19,4,33,0.00755397590773562,"CFAP52",8174,NA
"ENSG00000250260",0,0,1,15,14,33,0.00759399881296518,"AC113382.2",8183,NA
"ENSG00000214102",0,0,0,11,19,14,0.00760662529912235,"WEE2",8184,NA
"ENSG00000176893",3,27,2,0,1,1,0.00761170190598708,"OR51G2",8187,NA
"ENSG00000251799",0,0,0,13,4,43,0.00762405951491289,"Y_RNA",8191,NA
"ENSG00000188693",0,0,0,11,12,22,0.00762463933759473,"CYP51A1-AS1",8194,NA
"ENSG00000200455",0,0,0,8,20,18,0.00763174774244498,"RNU6-1112P",8196,NA
"ENSG00000225907",0,0,0,24,11,11,0.00764116384785048,"RPS27P16",8198,NA
"ENSG00000254633",17,0,14,0,0,0,0.00767334819003569,"AL512590.2",8203,NA
"ENSG00000260488",0,0,0,8,27,13,0.00773474002521494,"AC007216.1",8220,NA
"ENSG00000276926",0,0,0,40,4,15,0.00774738458894151,"MIR6797",8225,NA
"ENSG00000111046",4,10,2,0,0,0,0.00778194586392108,"MYF6",8230,NA
"ENSG00000227409",0,0,0,10,22,13,0.00778549110283092,"ZMYM4-AS1",8232,NA
"ENSG00000206743",0,0,0,7,19,21,0.00779864623325447,"RNU6-484P",8235,NA
"ENSG00000248790",0,0,0,19,6,24,0.00782364666119841,"AC097103.1",8238,NA
"ENSG00000257875",0,0,0,39,3,19,0.00785895639645382,"AC089998.3",8244,NA
"ENSG00000201863",0,0,0,19,10,15,0.00787103973874439,"AC098591.1",8249,NA
"ENSG00000237054",0,0,2,20,28,25,0.00788521128061536,"PRMT5-AS1",8252,NA
"ENSG00000120669",0,0,0,33,3,23,0.00789278894017782,"SOHLH2",8255,NA
"ENSG00000254759",0,0,2,11,44,30,0.00793601646262822,"NAP1L1P1",8262,NA
"ENSG00000186160",0,0,1,20,8,40,0.00799992571861674,"CYP4Z1",8271,NA
"ENSG00000260992",5,11,6,1,1,0,0.0080035270861952,"DOCK9-DT",8272,NA
"ENSG00000234215",0,0,0,29,3,26,0.00801734868660459,"CT66",8275,NA
"ENSG00000202150",0,0,0,8,23,15,0.00803409284236781,"RNU6-407P",8279,NA
"ENSG00000228665",0,0,0,11,15,17,0.00805245360260948,"BX679664.1",8285,NA
"ENSG00000204659",0,0,0,15,11,17,0.00805803381061426,"CBY3",8286,NA
"ENSG00000211925",0,0,0,47,2,19,0.00809434967555951,"IGHD2-8",8293,NA
"ENSG00000221216",0,0,0,12,11,21,0.00812777863755363,"RNU6ATAC27P",8299,NA
"ENSG00000267526",0,0,0,6,20,22,0.00815862509805021,"AC005702.2",8303,NA
"ENSG00000273444",0,0,0,8,18,19,0.00817014061864095,"AC006023.2",8305,NA
"ENSG00000165935",0,0,0,8,19,18,0.00817403512227378,"SMCO2",8306,NA
"ENSG00000219384",0,0,0,11,18,14,0.00818084402617032,"AL138880.1",8311,NA
"ENSG00000213045",9,3,12,1,0,1,0.00820789095766174,"AC097065.1",8323,NA
"ENSG00000254253",0,0,0,21,6,21,0.00822412838826318,"NACAP10",8328,NA
"ENSG00000271717",0,0,0,8,14,24,0.00822412838826318,"AC022146.2",8330,NA
"ENSG00000201435",0,0,0,10,13,21,0.00826639850633543,"RNU4-24P",8332,NA
"ENSG00000234303",0,0,0,20,8,17,0.00827132124882854,"CLYBL-AS1",8336,NA
"ENSG00000265753",1,0,0,17,17,23,0.00827431440055616,"RN7SL444P",8340,NA
"ENSG00000249532",0,0,0,10,21,13,0.00828416570249257,"MIR302CHG",8344,NA
"ENSG00000270632",0,0,0,10,21,13,0.00828416570249257,"AL356575.1",8346,NA
"ENSG00000271642",0,0,0,18,3,38,0.00828416570249257,"MARK3P1",8347,NA
"ENSG00000272068",0,0,0,7,6,47,0.00828431124570411,"AL365181.2",8349,NA
"ENSG00000252887",1,0,0,16,35,12,0.00831947993356947,"RNU6-430P",8355,NA
"ENSG00000232846",0,0,0,16,10,17,0.00837320466169073,"SLC25A6P3",8362,NA
"ENSG00000276580",0,0,0,17,10,16,0.00837714333973973,"MIR8055",8364,NA
"ENSG00000224019",0,0,0,20,9,15,0.00842003725385791,"RPL21P32",8367,NA
"ENSG00000279964",0,0,0,15,18,10,0.0084694219965528,"AC009949.1",8377,NA
"ENSG00000260350",0,0,0,13,13,16,0.00847460158403016,"AC012173.1",8378,NA
"ENSG00000208308",0,0,0,8,15,22,0.0084861993735474,"SNORA40B",8382,NA
"ENSG00000235695",0,0,1,23,18,15,0.00849260712478392,"HIGD2AP2",8384,NA
"ENSG00000254638",0,0,0,6,41,9,0.00851382804647248,"AP002884.1",8388,NA
"ENSG00000274932",0,0,0,5,30,16,0.00856418094107812,"MIR7150",8394,NA
"ENSG00000254582",0,0,0,14,9,21,0.00858550650500279,"PSMA2P1",8399,NA
"ENSG00000268069",55,25,47,26,7,22,0.00859585878861271,"AC004466.1",8401,NA
"ENSG00000229786",0,0,0,14,10,19,0.00860609846638703,"SNRPFP2",8402,NA
"ENSG00000252050",0,0,0,14,7,26,0.00861560699571637,"AL606748.2",8403,NA
"ENSG00000202297",0,0,0,10,26,10,0.00863138837715167,"RNY3P12",8406,NA
"ENSG00000283509",0,0,0,14,21,9,0.00863342523322333,"U6",8407,NA
"ENSG00000198515",0,0,0,21,9,14,0.00863925478109081,"CNGA1",8409,NA
"ENSG00000207737",0,0,0,29,2,31,0.00868766034045156,"MIR181B2",8419,NA
"ENSG00000268545",0,0,0,13,12,17,0.0086879602078738,"VN1R107P",8421,NA
"ENSG00000200594",0,0,0,6,19,22,0.00869609124513715,"RNU6-824P",8427,NA
"ENSG00000276663",0,0,0,8,14,23,0.00870963842407509,"AC009090.3",8432,NA
"ENSG00000152192",0,0,0,20,12,11,0.00872101231730692,"POU4F1",8435,NA
"ENSG00000206633",0,0,0,9,24,12,0.00872180426026036,"SNORA80B",8437,NA
"ENSG00000280623",0,0,0,32,15,5,0.00872180426026036,"PCAT14",8438,NA
"ENSG00000255359",0,0,0,14,8,23,0.00874030122863789,"CCDC179",8441,NA
"ENSG00000206682",0,0,0,7,15,24,0.00878232624145257,"Y_RNA",8448,NA
"ENSG00000272175",1,0,1,17,24,27,0.00880753162948159,"AL050343.3",8457,NA
"ENSG00000264365",0,0,0,24,37,2,0.0088147971999473,"AC023983.1",8461,NA
"ENSG00000233303",0,0,0,14,11,17,0.0088189244094684,"XXYLT1-AS1",8462,NA
"ENSG00000249787",0,0,0,13,9,22,0.00884255555855126,"AC113385.1",8465,NA
"ENSG00000200183",0,0,0,9,16,18,0.00884414488628972,"RNU6-238P",8466,NA
"ENSG00000261433",0,1,0,35,9,20,0.00887612280373073,"AC002347.1",8470,NA
"ENSG00000205794",0,1,0,11,23,25,0.00889457959687813,"AC098591.2",8474,NA
"ENSG00000263683",2,2,19,0,0,0,0.00891010665331517,"AC005154.3",8479,NA
"ENSG00000276170",0,0,1,17,16,22,0.00891915924475435,"AC244153.1",8484,NA
"ENSG00000274227",0,0,0,12,18,12,0.00893895716529445,"AC073575.2",8487,NA
"ENSG00000120555",0,0,2,33,12,33,0.00894231998014248,"SEPTIN7P9",8488,NA
"ENSG00000222351",0,0,0,8,26,12,0.00895933575523688,"RNY1P15",8496,NA
"ENSG00000261823",0,0,0,15,9,19,0.00896624520238642,"AC084782.2",8500,NA
"ENSG00000258498",3,10,10,1,0,1,0.00898797040819351,"DIO3OS",8504,NA
"ENSG00000264421",1,0,0,18,9,38,0.00900492665870473,"AC007448.3",8509,NA
"ENSG00000251687",0,0,0,20,3,33,0.00903540567539283,"AC104791.1",8513,NA
"ENSG00000268472",0,0,0,16,10,16,0.0090699036496504,"AP002884.3",8518,NA
"ENSG00000249649",0,0,0,10,15,17,0.00908839123241883,"MRPS33P2",8523,NA
"ENSG00000252172",1,0,0,18,17,20,0.00908839123241883,"RNU6-720P",8525,NA
"ENSG00000227133",0,0,0,15,17,10,0.00912852927155596,"AC011742.1",8529,NA
"ENSG00000268496",0,0,1,17,23,15,0.00912974931441889,"AC245884.9",8530,NA
"ENSG00000200688",0,0,0,12,10,21,0.0091395238993898,"Y_RNA",8532,NA
"ENSG00000223725",0,1,0,16,12,32,0.00921124737102076,"AC009226.1",8548,NA
"ENSG00000230005",0,0,0,10,14,18,0.00921508833264638,"SNAP47-AS1",8550,NA
"ENSG00000259590",0,0,0,15,13,13,0.00923194592868211,"LINC02244",8553,NA
"ENSG00000234693",0,0,0,25,6,16,0.00925644234794603,"RIPOR3-AS1",8558,NA
"ENSG00000207189",0,0,0,11,12,19,0.0092683847245799,"Y_RNA",8562,NA
"ENSG00000222465",0,0,0,2,12,53,0.00927907570629016,"RNU2-5P",8564,NA
"ENSG00000261430",1,0,0,15,27,15,0.00929643281968139,"AL031600.2",8568,NA
"ENSG00000276742",0,0,0,12,19,11,0.00930130771917428,"AL731566.3",8571,NA
"ENSG00000237547",0,0,0,33,7,10,0.00932027329783102,"IGHJ2P",8575,NA
"ENSG00000240770",0,0,0,7,13,26,0.00932325069376386,"C21orf91-OT1",8576,NA
"ENSG00000279098",0,0,0,6,26,15,0.0093434502273717,"AC097460.2",8582,NA
"ENSG00000254231",0,0,0,27,5,17,0.0093536769051158,"AC103760.1",8584,NA
"ENSG00000163633",11,5,26,2,3,5,0.00940346747773388,"C4orf36",8591,NA
"ENSG00000223060",0,0,0,16,12,13,0.00941563785935012,"Y_RNA",8592,NA
"ENSG00000272831",1,0,0,8,21,35,0.00942231669994261,"AC027644.3",8593,NA
"ENSG00000267355",19,6,8,1,3,3,0.0094887289308023,"RPL9P29",8599,NA
"ENSG00000252250",0,0,0,6,29,13,0.00952602581557242,"Y_RNA",8606,NA
"ENSG00000242020",0,0,0,9,17,16,0.0095393426519661,"RN7SL68P",8607,NA
"ENSG00000269944",0,0,0,11,16,14,0.00955873426011883,"AP001267.4",8611,NA
"ENSG00000241963",0,0,0,19,8,16,0.00956291176762856,"RN7SL655P",8615,NA
"ENSG00000199436",0,1,0,19,12,26,0.00957986989864712,"SNORD9",8617,NA
"ENSG00000250027",0,0,0,18,7,19,0.00959210408765756,"AC022272.1",8621,NA
"ENSG00000265539",0,0,0,25,12,8,0.00959210408765756,"MIR3164",8622,NA
"ENSG00000227948",0,0,0,20,7,17,0.00968269684642217,"AC003989.1",8633,NA
"ENSG00000277287",0,0,0,11,20,11,0.00971202801251843,"AL109976.1",8638,NA
"ENSG00000237437",4,7,3,0,0,0,0.00971643723488226,"ASS1P12",8641,NA
"ENSG00000233647",0,0,0,20,8,15,0.00972172423391333,"NENFP1",8643,NA
"ENSG00000234784",0,0,0,10,12,20,0.00975184963147282,"AL606517.2",8645,NA
"ENSG00000259469",0,0,0,20,11,11,0.00975184963147282,"AC084757.2",8646,NA
"ENSG00000231612",0,0,2,13,19,49,0.00976368094581645,"AC104462.1",8650,NA
"ENSG00000206897",0,0,0,9,14,19,0.00976871083651969,"SNORA9B",8652,NA
"ENSG00000256403",0,0,0,9,14,19,0.00976871083651969,"AP003785.1",8654,NA
"ENSG00000283611",0,0,0,10,20,12,0.00978404186166099,"TMEM274P",8664,NA
"ENSG00000254631",0,0,0,27,6,14,0.00982139601354755,"AP001372.1",8670,NA
"ENSG00000235060",0,0,0,6,10,34,0.00983239830077379,"VDAC1P4",8672,NA
"ENSG00000206964",0,0,0,5,23,19,0.00988276224728668,"Y_RNA",8679,NA
"ENSG00000250011",0,0,0,16,15,10,0.00989500135226336,"HMGB1P3",8680,NA
"ENSG00000253399",0,0,0,9,28,9,0.00989500135226336,"AC078852.1",8681,NA
"ENSG00000241869",0,1,1,11,32,29,0.00989854414674055,"RN7SL363P",8682,NA
"ENSG00000250413",0,0,0,6,37,9,0.00989854414674055,"SLC2A9-AS1",8683,NA
"ENSG00000234851",8,30,9,0,5,3,0.00990402556690086,"RPL23AP42",8684,NA
